slide_path	call_id	status	timestamp	source_type	width	height	bytes	saved_path	session_jsonl
outputs/ia-slides/2026-06-20-objectifs-2030-miweb-accessibilite-v3-differenciante/slide-01.png	REDACTED_CALL_ID	generating	2026-06-20T13:45:29.461Z	response_item	1672	941	1120970	NO_SAVED_PATH	LOCAL_SESSION_JSONL_REDACTED
outputs/ia-slides/2026-06-20-objectifs-2030-miweb-accessibilite-v3-differenciante/slide-02.png	REDACTED_CALL_ID	generating	2026-06-20T13:47:11.295Z	response_item	1672	941	1118566	NO_SAVED_PATH	LOCAL_SESSION_JSONL_REDACTED
outputs/ia-slides/2026-06-20-objectifs-2030-miweb-accessibilite-v3-differenciante/slide-03.png	REDACTED_CALL_ID	generating	2026-06-20T13:48:29.281Z	response_item	1672	941	1351983	NO_SAVED_PATH	LOCAL_SESSION_JSONL_REDACTED
outputs/ia-slides/2026-06-20-objectifs-2030-miweb-accessibilite-v3-differenciante/slide-04.png	REDACTED_CALL_ID	generating	2026-06-20T13:49:46.654Z	response_item	1672	941	993625	NO_SAVED_PATH	LOCAL_SESSION_JSONL_REDACTED
outputs/ia-slides/2026-06-20-objectifs-2030-miweb-accessibilite-v3-differenciante/slide-05.png	REDACTED_CALL_ID	generating	2026-06-20T13:52:54.950Z	response_item	1672	941	1013193	NO_SAVED_PATH	LOCAL_SESSION_JSONL_REDACTED
outputs/ia-slides/2026-06-20-objectifs-2030-miweb-accessibilite-v3-differenciante/slide-06.png	REDACTED_CALL_ID	generating	2026-06-20T13:54:13.679Z	response_item	1672	941	1079406	NO_SAVED_PATH	LOCAL_SESSION_JSONL_REDACTED
outputs/ia-slides/2026-06-20-objectifs-2030-miweb-accessibilite-v3-differenciante/slide-07.png	REDACTED_CALL_ID	generating	2026-06-20T13:55:35.883Z	response_item	1672	941	1120774	NO_SAVED_PATH	LOCAL_SESSION_JSONL_REDACTED
outputs/ia-slides/2026-06-20-objectifs-2030-miweb-accessibilite-v3-differenciante/slide-08.png	REDACTED_CALL_ID	generating	2026-06-20T13:58:00.461Z	response_item	1672	941	1089384	NO_SAVED_PATH	LOCAL_SESSION_JSONL_REDACTED
